2.104000000000000000e+03,3.000000000000000000e+00,3.990000000000000000e+02
1.600000000000000000e+03,3.000000000000000000e+00,3.290000000000000000e+02
2.400000000000000000e+03,3.000000000000000000e+00,3.690000000000000000e+02
1.416000000000000000e+03,2.000000000000000000e+00,2.320000000000000000e+02
3.000000000000000000e+03,4.000000000000000000e+00,5.390000000000000000e+02
1.985000000000000000e+03,4.000000000000000000e+00,2.990000000000000000e+02
1.534000000000000000e+03,3.000000000000000000e+00,3.140000000000000000e+02
1.427000000000000000e+03,3.000000000000000000e+00,1.980000000000000000e+02
1.380000000000000000e+03,3.000000000000000000e+00,2.120000000000000000e+02
1.494000000000000000e+03,3.000000000000000000e+00,2.420000000000000000e+02
1.940000000000000000e+03,4.000000000000000000e+00,2.390000000000000000e+02
2.000000000000000000e+03,3.000000000000000000e+00,3.470000000000000000e+02
1.890000000000000000e+03,3.000000000000000000e+00,3.290000000000000000e+02
4.478000000000000000e+03,5.000000000000000000e+00,6.990000000000000000e+02
1.268000000000000000e+03,3.000000000000000000e+00,2.590000000000000000e+02
2.300000000000000000e+03,4.000000000000000000e+00,4.490000000000000000e+02
1.320000000000000000e+03,2.000000000000000000e+00,2.990000000000000000e+02
1.236000000000000000e+03,3.000000000000000000e+00,1.990000000000000000e+02
2.609000000000000000e+03,4.000000000000000000e+00,4.990000000000000000e+02
3.031000000000000000e+03,4.000000000000000000e+00,5.990000000000000000e+02
1.767000000000000000e+03,3.000000000000000000e+00,2.520000000000000000e+02
1.888000000000000000e+03,2.000000000000000000e+00,2.550000000000000000e+02
1.604000000000000000e+03,3.000000000000000000e+00,2.420000000000000000e+02
1.962000000000000000e+03,4.000000000000000000e+00,2.590000000000000000e+02
3.890000000000000000e+03,3.000000000000000000e+00,5.730000000000000000e+02
1.100000000000000000e+03,3.000000000000000000e+00,2.490000000000000000e+02
1.458000000000000000e+03,3.000000000000000000e+00,4.640000000000000000e+02
2.526000000000000000e+03,3.000000000000000000e+00,4.690000000000000000e+02
2.200000000000000000e+03,3.000000000000000000e+00,4.750000000000000000e+02
2.637000000000000000e+03,3.000000000000000000e+00,2.990000000000000000e+02
1.839000000000000000e+03,2.000000000000000000e+00,3.490000000000000000e+02
1.000000000000000000e+03,1.000000000000000000e+00,1.690000000000000000e+02
2.040000000000000000e+03,4.000000000000000000e+00,3.140000000000000000e+02
3.137000000000000000e+03,3.000000000000000000e+00,5.790000000000000000e+02
1.811000000000000000e+03,4.000000000000000000e+00,2.850000000000000000e+02
1.437000000000000000e+03,3.000000000000000000e+00,2.490000000000000000e+02
1.239000000000000000e+03,3.000000000000000000e+00,2.290000000000000000e+02
2.132000000000000000e+03,4.000000000000000000e+00,3.450000000000000000e+02
4.215000000000000000e+03,4.000000000000000000e+00,5.490000000000000000e+02
2.162000000000000000e+03,4.000000000000000000e+00,2.870000000000000000e+02
1.664000000000000000e+03,2.000000000000000000e+00,3.680000000000000000e+02
2.238000000000000000e+03,3.000000000000000000e+00,3.290000000000000000e+02
2.567000000000000000e+03,4.000000000000000000e+00,3.140000000000000000e+02
1.200000000000000000e+03,3.000000000000000000e+00,2.990000000000000000e+02
8.520000000000000000e+02,2.000000000000000000e+00,1.790000000000000000e+02
1.852000000000000000e+03,4.000000000000000000e+00,2.990000000000000000e+02
1.203000000000000000e+03,3.000000000000000000e+00,2.390000000000000000e+02
